DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-TEX-00284,Textile,Conventional Polyester Fabric Roll,EcoTex Nordic (SE),PL,2019-11-09,v4.2,kg/unit,4.688,6,54.9,,9.93,7.4,2.1,Silver (conductive): 2.5679%; Indium (flexible display integration): 4.4268%; Dysprosium (smart textile): 6.4634%,13.4581,None declared,,18785.68,6781.63,5635.7,5560.56,807.78,36.1,30.0,29.6,4.3,100,127.29,78.4,1189.22,174.422,28.85679,13.76222,0.079155,1.4594737,100.0,8.0,0.456,12.0,2.0,No,Medium,Mechanical recycling,63.2,CH,Industrial collection,CN,3.9,9044.0,10.6,False,2.0,FSC Certified,True,True,False,False,True,0.634,Low,Intertek,2020-05-05,2021-05-05,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00285,Textile,Merino Wool Base Layer,Johnson Matthey PLC (UK),DK,2018-05-06,v5.7,kg/unit,4.003,9,54.59,45.41,,3.9,18.8,Silver (conductive): 0.2823%; Dysprosium (smart textile): 8.0563%,8.3386,Azo dyes; Chlorine bleach,True,12575.07,5633.63,4350.97,2879.69,-289.23,44.8,34.6,22.9,,100,44.98,70.5,1819.61,172.899,3.46867,13.63789,0.800913,1.2261479,100.0,5.2,0.801,126.0,1.0,No,Medium,Hydrometallurgical recovery,66.0,AT,Industrial collection,US,4.8,6421.0,6.426,False,1.6,ESPR Regulation EU/2024/1781; REACH Reg. EC/1907/2006; EN 15804+A2,True,True,True,False,True,0.551,Medium,Bureau Veritas,2018-05-17,2019-05-17,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00286,Textile,Modal Viscose Blouse,Eileen Fisher (US),NO,2025-08-01,v1.5,kg/unit,1.597,4,8.18,67.96,23.86,73.4,16.3,Silver (conductive): 3.1837%,3.1837,PFAS (DWR coating),True,7528.8,1776.8,2281.23,1069.09,2401.69,23.6,30.3,14.2,31.9,100,37.16,48.7,24.53,109.319,35.25425,1.97521,3.594216,0.390292,44.2,6.0,0.37,175.0,0.0,No,Medium,Landfill (residual waste),45.8,SE,PRO (Producer Responsibility),DRC,9.5,14959.0,5.972,False,2.4,ESPR Regulation EU/2024/1781; ISO 14001:2015,True,,False,False,True,0.772,Low,TÜV SÜD,2025-09-10,2028-09-09,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-TEX-00287,Textile,Recycled PET Fleece Jacket,Saint-Gobain (FR),NO,2019-04-28,v1.1,kg/unit,4.2,7,58.81,,0,,35.7,Dysprosium (smart textile): 5.1817%; Indium (flexible display integration): 7.5905%,12.7722,Formaldehyde,True,20152.12,7436.13,7677.96,3587.08,1450.95,36.9,38.1,17.8,7.2,100,184.7,30.3,95.11,147.29,26.53081,9.29563,4.742971,1.5959863,52.6,3.9,0.647,146.0,1.0,Yes,Low,Chemical recycling (pyrolysis),69.9,PT,Take-back scheme,DRC,8.2,4101.0,4.306,False,2.0,OEKO-TEX® STANDARD 100; REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU,True,True,True,False,True,0.676,Medium,DNV,2019-07-11,2022-07-10,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00288,Textile,Modal Viscose Blouse,EcoTex Nordic (SE),CH,2022-06-13,v2.6,kg/unit,2.611,2,5.96,34.09,59.95,85.0,9.3,Indium (flexible display integration): 3.9783%,3.9783,Azo dyes; PFAS (DWR coating),True,9292.12,3846.94,1421.69,473.9,3549.59,41.4,15.3,5.1,38.2,100,31.17,65.3,766.89,123.095,41.5174,,0.545715,0.7820045,100.0,9.5,0.757,72.0,1.0,Partial,Low,Composting (bio-based only),50.7,CL,Take-back scheme,BR,3.3,14419.0,9.412,False,6.2,ISO 14040/44 LCA; FSC Certified; ISO 14001:2015,,True,False,False,True,0.699,High,Self-declared,2022-08-05,2026-08-04,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00289,Textile,Aramid Protective Workwear,EnerTeck (FR),ES,2018-02-25,v2.5,kg/unit,1.258,4,16.02,31.51,52.47,69.4,39.5,Indium (flexible display integration): 8.1089%; Silver (conductive): 2.8374%; Dysprosium (smart textile): 6.5119%,17.4582,Azo dyes; Chlorine bleach,True,547.28,246.28,108.36,184.43,8.21,45.0,19.8,33.7,1.5,100,50.42,77.6,198.22,31.724,7.44068,0.82005,0.567819,0.5029604,37.1,7.4,0.866,,3.0,Yes,Not assessed,Hydrometallurgical recovery,33.1,FR,PRO (Producer Responsibility),CL,2.3,2390.0,0.752,False,9.4,WEEE Directive 2012/19/EU; CE Marking; ISO 14040/44 LCA,True,True,False,False,True,0.611,High,SGS,2018-03-15,2023-03-14,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00290,Textile,Bio-Based Nylon Sportswear,HeidelbergMaterials (DE),SE,2023-06-23,v5.3,kg/unit,2.109,4,47.81,52.19,0,94.7,24,Indium (flexible display integration): 0.3103%; Silver (conductive): 4.4210%,4.7313,Azo dyes; Phthalates,True,5963.93,2099.3,2946.18,2039.66,-1121.22,35.2,49.4,34.2,-18.8,100,99.98,76.0,447.26,185.826,45.61831,7.64847,3.640606,1.1024705,7.3,2.7,0.343,107.0,2.0,Yes,Medium,Mechanical recycling,45.2,PT,Take-back scheme,CA,6.4,,4.127,True,7.7,ISO 14001:2015; Bluesign®; ISO 14040/44 LCA; REACH Reg. EC/1907/2006,True,True,False,False,True,0.823,Medium,TÜV SÜD,2023-07-17,2025-07-16,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00291,Textile,Conventional Polyester Fabric Roll,IndiTex Group (ES),HU,2018-02-23,v2.8,kg/unit,4.239,7,41.97,,0,0.4,28.8,Silver (conductive): 1.3313%; Indium (flexible display integration): 5.3386%; Dysprosium (smart textile): 7.7938%,14.4637,Azo dyes,True,7668.21,1349.6,2630.2,2246.79,1441.62,17.6,34.3,29.3,18.8,100,99.69,60.1,1160.43,107.269,37.79472,5.14389,2.18779,0.0026296,6.9,7.3,0.724,101.0,7.0,Yes,Not assessed,Landfill (residual waste),,FR,Municipal WEEE,ID,1.8,16297.0,17.271,,1.3,ESPR Regulation EU/2024/1781; EPD (Environmental Product Declaration); WEEE Directive 2012/19/EU; EN 15804+A2; CE Marking,False,True,False,False,True,0.618,Medium,Intertek,2018-03-20,2023-03-19,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00292,Textile,Recycled PET Fleece Jacket,IndiTex Group (ES),ES,2018-08-27,v1.1,kg/unit,1.496,4,,4.2,37.22,5.1,35.4,Indium (flexible display integration): 5.0794%; Silver (conductive): 3.8561%; Dysprosium (smart textile): 1.2976%,10.2331,Phthalates,True,622.69,74.1,305.74,51.06,191.79,11.9,49.1,8.2,30.8,100,69.3,31.0,426.88,0.101,31.21889,12.06132,1.345225,0.9214302,96.3,2.0,0.689,88.0,1.0,Partial,Low,Mechanical recycling,42.8,SE,Take-back scheme,RU,7.0,10220.0,3.822,False,3.9,Cradle to Cradle Certified; OEKO-TEX® STANDARD 100,,True,False,False,True,0.962,Medium,DEKRA,2019-02-11,2021-02-10,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00293,Textile,Aramid Protective Workwear,Victrex PLC (UK),RO,2023-10-16,v3.9,kg/unit,2.595,5,28.52,31.02,40.46,18.3,33.1,Indium (flexible display integration): 1.8051%; Dysprosium (smart textile): 6.9674%; Silver (conductive): 2.8746%,11.6471,Azo dyes,True,3675.15,426.32,1006.99,510.85,1731.0,11.6,27.4,13.9,47.1,100,834.085,35.0,733.06,115.512,25.0045,4.19368,4.093689,0.907925,64.0,4.4,0.47,36.0,3.0,Partial,Medium,Second-life cascade application,19.6,NL,PRO (Producer Responsibility),AU,7.2,1116.0,0.724,True,8.9,REACH Reg. EC/1907/2006; OEKO-TEX® STANDARD 100; Bluesign®; ISO 14040/44 LCA; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.588,Medium,Intertek,2024-03-30,2029-03-29,ESPR 2024/1781 v1.0,Third-party audit,True,Energy consumption outlier,Medium,,,
DPP-TEX-00294,Textile,Smart Textile Sensor Shirt,STMicroelectronics (NL),FI,2022-10-02,v3.4,kg/unit,2.285,7,10.92,11.99,77.09,,26.8,Indium (flexible display integration): 2.8172%; Silver (conductive): 2.3768%; Dysprosium (smart textile): 4.3630%,9.557,Formaldehyde,True,11041.99,2009.64,1667.34,4096.58,3268.43,18.2,15.1,37.1,29.6,100,105.84,34.6,155.7,187.124,46.05617,1.39904,1.800771,1.1087733,100.0,4.7,0.923,2.0,5.0,No,Medium,Second-life cascade application,48.3,PT,Take-back scheme,RU,7.0,1246.0,0.712,False,8.8,ISO 50001; EU Battery Regulation 2023/1542; RoHS Directive 2011/65/EU; CE Marking; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.782,High,Bureau Veritas,2022-12-22,2027-12-21,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-TEX-00295,Textile,Aramid Protective Workwear,Freyr Battery (NO),RO,2020-08-06,v2.1,kg/unit,1.833,6,24.49,36.99,38.52,38.1,24.7,Indium (flexible display integration): 7.9065%,7.9065,None declared,False,5760.04,1687.69,1918.09,973.45,1180.81,29.3,33.3,16.9,20.5,100,7.14,47.2,157.12,132.554,45.23218,1.82433,,1.729749,100.0,6.3,0.938,77.0,4.0,Yes,Medium,Upcycling to new application,44.3,ZA,Municipal WEEE,NG,7.9,3243.0,1.486,False,8.8,CE Marking; EN 15804+A2; Bluesign®; ESPR Regulation EU/2024/1781; EU Battery Regulation 2023/1542,False,True,False,False,True,0.697,High,SGS,2020-09-24,2021-09-24,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00296,Textile,Hemp-Cotton Blend Denim,Johnson Matthey PLC (UK),PL,2027-02-04,v4.7,kg/unit,1.847,10,37.31,34.01,28.68,70.9,14.4,Dysprosium (smart textile): 8.0035%,8.0035,Azo dyes,True,6884.38,2299.38,1335.57,1672.9,1576.52,33.4,,24.3,22.9,100,75.37,49.6,748.15,184.556,31.88195,17.28467,1.998715,1.2898505,8.1,,0.329,175.0,2.0,Yes,Not assessed,Composting (bio-based only),40.1,ES,PRO (Producer Responsibility),IN,4.7,10905.0,5.035,False,,EPD (Environmental Product Declaration); OEKO-TEX® STANDARD 100,True,True,True,False,True,0.697,Medium,DEKRA,2024-01-02,2027-01-01,ESPR 2024/1781 v1.0,Modelled (SimaPro),True,Manufacturing date in future (temporal anomaly),High,,,
DPP-TEX-00297,Textile,Aramid Protective Workwear,EcoTex Nordic (SE),FR,2021-08-05,v1.5,kg/unit,4.466,9,31.93,68.07,0,45.0,15.5,Indium (flexible display integration): 5.7294%,5.7294,None declared,False,8172.37,1438.34,2533.43,2803.12,1397.48,17.6,31.0,34.3,17.1,100,44.51,47.9,901.6,4.235,31.57743,8.86277,1.501882,0.7291061,90.8,2.5,0.837,18.0,5.0,No,High,Energy recovery (incineration),42.2,HU,Not established,BR,6.6,8382.0,9.359,False,6.6,Cradle to Cradle Certified; EU Battery Regulation 2023/1542; REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.763,High,Intertek,2021-11-17,2024-11-16,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00298,Textile,Conventional Polyester Fabric Roll,BASF SE (DE),FI,2024-07-14,v5.5,kg/unit,1.081,7,7.42,35.45,57.13,81.7,27.4,Indium (flexible display integration): 4.8992%; Dysprosium (smart textile): 0.7763%,5.6755,PFAS (DWR coating); Chlorine bleach,,1955.01,764.41,406.64,424.24,359.72,39.1,20.8,21.7,18.4,100,17.21,36.8,307.13,141.48,8.79586,9.23415,2.734369,0.1743776,43.1,6.5,0.477,34.0,3.0,No,Medium,Hydrometallurgical recovery,38.6,HU,PRO (Producer Responsibility),CN,1.8,16211.0,4.381,False,2.0,OEKO-TEX® STANDARD 100,True,True,True,False,True,0.513,Low,DEKRA,2024-09-21,2027-09-21,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-TEX-00299,Textile,Organic Cotton T-Shirt,BASF SE (DE),DK,2025-09-30,v1.6,kg/unit,2.784,10,,57.46,,2.8,25.7,Dysprosium (smart textile): 0.3136%; Silver (conductive): 6.9136%; Indium (flexible display integration): 0.2662%,7.4934,None declared,False,10052.74,3759.72,1588.33,3629.04,1075.64,37.4,15.8,36.1,10.7,100,34.87,61.9,1326.14,52.699,4.64201,19.44842,3.359222,1.9532064,54.7,5.4,0.479,125.0,6.0,Yes,Low,Composting (bio-based only),15.1,NO,Industrial collection,PH,4.1,12690.0,8.832,True,9.6,Bluesign®; FSC Certified; Cradle to Cradle Certified,False,True,True,False,True,0.703,Medium,TÜV SÜD,2026-01-14,2028-01-14,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-TEX-00300,Textile,Bamboo Jersey Knit,Arkema SA (FR),SE,2023-11-19,v3.8,kg/unit,4.269,6,31.21,36.32,32.47,90.9,3.9,Silver (conductive): 3.0330%; Indium (flexible display integration): 8.4910%; Dysprosium (smart textile): 0.9657%,12.4897,PFAS (DWR coating); Phthalates,True,16685.92,7291.75,7875.75,3871.13,-2352.71,43.7,47.2,23.2,-14.1,100,35.6,19.6,1603.04,85.673,38.33643,2.60626,2.001684,,78.3,19.1,0.642,96.0,4.0,No,Low,Pyrometallurgical smelting,22.8,AT,Take-back scheme,NG,1.2,4720.0,5.037,False,5.3,RoHS Directive 2011/65/EU; EU Battery Regulation 2023/1542,True,True,True,False,True,0.691,High,SGS,2024-03-13,2028-03-12,ESPR 2024/1781 v1.0,Modelled (SimaPro),True,Repairability score >10 (out of scale),Medium,,,
DPP-TEX-00301,Textile,Flame-Retardant Technical Fabric,Samsung Electronics (KR),IT,2025-02-01,v1.9,kg/unit,3.461,5,16.69,,47.39,80.0,,Silver (conductive): 0.2533%; Indium (flexible display integration): 1.9701%; Dysprosium (smart textile): 0.0690%,2.2924,None declared,False,1604.6,696.4,601.73,157.25,149.23,43.4,37.5,9.8,9.3,100,86.1,34.5,259.44,44.109,45.93616,7.21487,2.718025,0.1392757,75.6,5.2,0.487,31.0,0.0,No,Low,Landfill (residual waste),75.4,DK,Municipal WEEE,ID,8.2,4248.0,3.676,False,3.5,Cradle to Cradle Certified; OEKO-TEX® STANDARD 100; ISO 14001:2015,True,True,False,False,True,0.968,Low,Self-declared,2025-07-22,2029-07-21,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00302,Textile,Smart Textile Sensor Shirt,Arkema SA (FR),AT,2021-07-06,v5.3,kg/unit,3.403,7,28.19,4.6,67.21,33.8,32.4,Dysprosium (smart textile): 2.3744%; Indium (flexible display integration): 6.2271%; Silver (conductive): 5.1553%,13.7568,PFAS (DWR coating); Chlorine bleach,True,902.31,230.99,282.42,350.1,38.8,,31.3,38.8,4.3,100,17.91,60.6,1162.33,124.592,42.9724,13.16904,2.868934,1.1095945,90.9,4.6,0.352,177.0,0.0,Partial,Medium,Upcycling to new application,86.9,AU,Municipal WEEE,PE,6.0,1709.0,1.454,False,4.7,EN 15804+A2; Cradle to Cradle Certified; Bluesign®,True,True,True,False,True,0.94,Medium,SGS,2021-10-13,2023-10-13,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00303,Textile,PLA Biodegradable Sportswear,Arkema SA (FR),AT,2023-07-29,v1.6,kg/unit,5.0,8,9.56,39.24,51.2,3.1,5.3,Indium (flexible display integration): 0.0502%; Silver (conductive): 3.9897%; Dysprosium (smart textile): 4.7687%,8.8086,None declared,False,15813.17,3463.08,3320.77,5945.75,3083.57,,21.0,37.6,19.5,100,39.63,9.2,1877.47,145.415,35.86424,16.58234,0.944641,1.9860484,79.9,9.7,0.828,98.0,0.0,No,High,Second-life cascade application,46.0,RO,Not established,ID,7.6,2756.0,3.445,True,5.0,REACH Reg. EC/1907/2006; Bluesign®; ISO 50001; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.996,High,DEKRA,2023-11-08,2027-11-07,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-TEX-00304,Textile,Recycled PET Fleece Jacket,Infineon (DE),FR,2020-03-04,v3.2,kg/unit,1.606,3,37.42,40.68,21.9,17.2,19.1,Dysprosium (smart textile): 3.7241%,3.7241,None declared,False,3189.58,1425.74,730.41,401.89,631.54,44.7,22.9,12.6,19.8,100,67.89,10.4,312.37,190.407,17.13056,11.16004,2.41099,1.2657575,39.5,9.3,,54.0,0.0,Partial,High,Second-life cascade application,90.1,FR,Municipal WEEE,PH,7.8,14778.0,5.933,False,8.6,Bluesign®,True,True,True,False,True,0.66,Low,TÜV SÜD,2020-07-02,2025-07-01,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00305,Textile,Hemp-Cotton Blend Denim,Freyr Battery (NO),BE,2019-06-08,v2.9,kg/unit,1.864,8,36.65,63.35,0,70.6,10.5,Silver (conductive): 3.7447%; Dysprosium (smart textile): 5.0398%,8.7845,Formaldehyde; PFAS (DWR coating),True,4450.52,1099.28,1695.65,1063.67,591.92,,38.1,23.9,13.3,100,83.31,81.7,608.21,,26.30913,11.1223,3.178333,1.1443365,54.9,3.8,0.81,166.0,1.0,Yes,Not assessed,Composting (bio-based only),53.1,CN,Not established,CA,3.0,11211.0,5.224,False,9.2,RoHS Directive 2011/65/EU; EU Battery Regulation 2023/1542,True,True,False,False,True,0.467,Medium,DEKRA,2019-07-25,2023-07-24,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-TEX-00306,Textile,Flame-Retardant Technical Fabric,Holcim Group (CH),PT,2021-04-23,v2.4,kg/unit,1.109,7,44.26,32.71,23.03,21.7,23.9,Indium (flexible display integration): 7.7949%; Silver (conductive): 2.4639%; Dysprosium (smart textile): 1.7170%,11.9758,Formaldehyde; Chlorine bleach,True,4368.78,873.76,1210.15,1411.12,873.76,20.0,27.7,32.3,20.0,100,36.24,5.6,,93.986,33.37692,0.10276,0.480281,0.2476935,74.3,1.5,0.817,23.0,2.0,Partial,High,Landfill (residual waste),92.7,RO,PRO (Producer Responsibility),BR,4.4,12324.0,3.417,False,4.6,REACH Reg. EC/1907/2006; Bluesign®,True,True,False,False,True,0.665,Medium,Bureau Veritas,2021-06-19,2023-06-19,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00307,Textile,Hemp-Cotton Blend Denim,Covestro AG (DE),CH,2024-06-03,v2.4,kg/unit,0.247,6,18.87,8.23,72.9,4.3,16.2,Silver (conductive): 4.7060%; Dysprosium (smart textile): 3.7668%,8.4728,Phthalates,True,546.55,168.34,258.52,130.63,-10.93,30.8,47.3,23.9,-2.0,100,2.94,28.0,54.97,49.102,49.8373,3.73411,0.510705,0.711345,40.6,8.4,0.656,149.0,4.0,Yes,Medium,Mechanical recycling,44.8,PL,Not established,CN,0.0,907.0,0.056,False,1.6,Cradle to Cradle Certified; EPD (Environmental Product Declaration); CE Marking; RoHS Directive 2011/65/EU; EU Battery Regulation 2023/1542,True,True,True,False,True,0.666,High,DEKRA,2024-07-25,2027-07-25,ESPR 2024/1781 v1.0,Modelled (SimaPro),True,Supply risk = 0 (unrealistic for critical materials),Medium,,,
DPP-TEX-00308,Textile,Hemp-Cotton Blend Denim,EnerTeck (FR),DE,2018-04-17,v5.6,kg/unit,0.92,6,21.21,18.45,60.34,38.5,26.4,Indium (flexible display integration): 0.1082%,0.1082,None declared,False,315.51,125.89,136.93,110.43,-57.74,39.9,43.4,35.0,-18.3,100,4.44,6.5,249.33,182.244,0.39033,0.23035,1.556013,1.8958417,,9.2,0.866,144.0,4.0,Partial,Medium,Second-life cascade application,77.8,NL,Take-back scheme,CL,9.2,11296.0,2.598,,1.2,ISO 14001:2015; REACH Reg. EC/1907/2006; FSC Certified,True,True,False,False,True,0.516,High,DEKRA,2018-09-25,2020-09-24,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00309,Textile,Organic Cotton T-Shirt,Eileen Fisher (US),HU,2018-07-16,v5.6,kg/unit,4.174,2,70.29,29.71,0,42.9,1.2,Indium (flexible display integration): 6.2066%,6.2066,Azo dyes; Chlorine bleach,True,4083.74,,1123.03,1453.81,837.17,16.4,27.5,35.6,20.5,100,,13.9,1033.84,144.129,3.25604,15.09093,4.212758,1.5852151,23.3,2.4,0.381,69.0,2.0,Yes,High,Composting (bio-based only),62.8,CN,Industrial collection,BR,7.2,12650.0,13.2,False,8.0,FSC Certified,True,True,True,False,True,0.461,High,DEKRA,2018-11-02,2019-11-02,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00310,Textile,Recycled Wool Blanket,Automotive Cells Co. (FR),HU,2020-01-04,v2.4,kg/unit,1.649,4,27.11,25.89,47,29.3,16,Silver (conductive): 5.1449%; Indium (flexible display integration): 7.4654%,12.6103,Azo dyes,True,370.25,87.75,166.61,55.54,60.35,23.7,45.0,15.0,16.3,,11.6,46.6,808.35,80.171,45.87456,19.95844,3.375646,0.9662389,68.4,7.4,0.923,78.0,0.0,Yes,High,Hydrometallurgical recovery,95.0,PE,Industrial collection,ID,2.2,14539.0,5.994,False,4.4,ISO 14040/44 LCA; CE Marking; OEKO-TEX® STANDARD 100; RoHS Directive 2011/65/EU,False,,False,False,True,0.663,High,DNV,2020-05-04,2021-05-04,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00311,Textile,PLA Biodegradable Sportswear,Saint-Gobain (FR),NL,2018-01-28,v5.1,kg/unit,3.062,3,24.0,32.75,43.25,19.7,22.7,Indium (flexible display integration): 6.1698%; Dysprosium (smart textile): 6.7411%,12.9109,PFAS (DWR coating),True,4302.79,477.61,2005.1,1609.24,210.84,11.1,46.6,37.4,4.9,100,74.48,12.8,340.68,138.933,15.5373,19.46851,1.719084,0.9263336,100.0,8.6,0.626,200.0,1.0,Partial,Not assessed,Upcycling to new application,14.0,SE,Take-back scheme,AU,,7745.0,5.929,False,4.3,EN 15804+A2; ISO 50001; ISO 14040/44 LCA; FSC Certified; WEEE Directive 2012/19/EU,False,True,True,False,True,0.792,High,Self-declared,2018-06-19,2019-06-19,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-TEX-00312,Textile,PLA Biodegradable Sportswear,Holcim Group (CH),SE,2018-08-16,v5.9,kg/unit,3.166,6,16.36,56.55,27.09,,,Indium (flexible display integration): 7.1586%,7.1586,None declared,False,11346.72,2689.17,3131.69,1316.22,4209.63,23.7,27.6,11.6,37.1,100,58.99,79.2,1187.39,27.253,10.67746,11.90359,3.06169,0.957655,22.3,1.3,0.889,171.0,0.0,Yes,Low,Upcycling to new application,79.6,IT,Take-back scheme,CL,1.0,14761.0,11.683,False,8.4,OEKO-TEX® STANDARD 100,True,True,False,False,True,0.663,Low,SGS,2018-11-25,2020-11-24,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-TEX-00313,Textile,Recycled PET Fleece Jacket,Vishay Intertechnology (US),PT,2018-02-26,v5.6,kg/unit,1.52,4,83.38,,0,35.3,31.6,Indium (flexible display integration): 6.7812%; Dysprosium (smart textile): 4.7268%,11.508,Phthalates,True,3584.19,1433.68,860.21,756.26,534.04,40.0,24.0,21.1,14.9,100,16.93,64.8,292.64,171.926,6.68403,5.2293,3.952241,1.1973975,100.0,1.1,0.771,108.0,1.0,Yes,High,Hydrometallurgical recovery,85.2,CN,PRO (Producer Responsibility),MX,2.4,15592.0,5.925,False,6.8,OEKO-TEX® STANDARD 100; Cradle to Cradle Certified,False,True,False,False,True,0.805,Medium,TÜV SÜD,2018-08-03,2020-08-02,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-TEX-00314,Textile,Modal Viscose Blouse,Eileen Fisher (US),CZ,2024-06-03,v2.9,kg/unit,4.667,3,89.48,10.52,0,56.8,16.2,Dysprosium (smart textile): 7.8327%; Silver (conductive): 1.7808%; Indium (flexible display integration): 7.2534%,16.8669,None declared,,,5051.62,7471.31,2377.23,6325.14,23.8,35.2,11.2,29.8,100,93.56,30.9,998.1,98.474,1.37939,1.88044,0.41008,1.219583,70.9,,0.691,18.0,2.0,No,Low,Chemical recycling (pyrolysis),52.7,ZA,Not established,AU,6.3,4039.0,,True,3.8,ISO 14001:2015; ESPR Regulation EU/2024/1781; Cradle to Cradle Certified; FSC Certified; EU Battery Regulation 2023/1542,True,True,False,False,True,0.549,Medium,Self-declared,2024-07-16,2026-07-16,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-TEX-00315,Textile,Smart Textile Sensor Shirt,Renewlondon Fabrics (UK),PT,2019-10-11,v5.5,kg/unit,4.489,6,19.66,20.03,60.31,67.8,20,Indium (flexible display integration): 7.1777%,7.1777,Formaldehyde; Chlorine bleach,True,20537.32,5237.02,4477.14,6551.41,4271.76,25.5,21.8,31.9,20.8,100,109.96,83.8,16.19,23.126,23.94299,16.59924,4.60217,1.1823273,50.3,1.9,0.976,163.0,,Yes,Medium,Hydrometallurgical recovery,74.3,HU,Industrial collection,CN,8.4,10594.0,11.889,False,3.4,REACH Reg. EC/1907/2006; RoHS Directive 2011/65/EU; ESPR Regulation EU/2024/1781; OEKO-TEX® STANDARD 100; Bluesign®,False,True,True,False,True,0.927,High,DNV,2019-11-06,2020-11-05,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
